username,time,tweet_text
hightech_huncho,2022-04-26 23:01:35+00:00,b'RT @CassanovaHefner: This Slap better than the Oscars. HANDS DOWN! \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8 https://t.co/VorceYAWmg'
LiiindsayLusk,2022-04-26 23:01:06+00:00,"b'RT @inlauvperry: Cancel culture really is the weirdest thing, Will Smith is cancelled for hitting Chris Rock at the Oscars but Amber Heard\xe2\x80\xa6'"
moan_amour,2022-04-26 23:00:01+00:00,"b""I'm aware of movies that have gotten Oscars and whatever but I'm not sure what could compete with this"""
mrwonderfulpls,2022-04-26 22:59:04+00:00,b'RT @tonyhawktruther: Now that Elon Musk has bought Twitter\xe2\x80\xa6 Who remembers \xe2\x80\x9cthe slap\xe2\x80\x9d from Oscars?'
tonybaltierra,2022-04-26 22:58:36+00:00,b'Screw the Oscars and their dumbass \xe2\x80\x9ccheer moment\xe2\x80\x9d award. This is the greatest fan moment in film history and it\xe2\x80\x99s n\xe2\x80\xa6 https://t.co/IZcJx7ttrI'
BreakItUBuyIt68,2022-04-26 22:58:20+00:00,b'@Dark_Seik @NorthernScoob @KrakoanG Not real Oscars. Didn\xe2\x80\x99t I prove you wrong earlier\xe2\x80\xa6? https://t.co/WqsYxH8s75'
supermormongirl,2022-04-26 22:57:40+00:00,"b""RT @Openly: \xf0\x9f\x8c\x88 The 21st century ushered in more positive and regular depictions of lesbian lives.\n\n\xf0\x9f\x93\xba 'The L Word' premiered in 2004, with TV\xe2\x80\xa6"""
andresi09,2022-04-26 22:57:29+00:00,"b""RT @NextBestPicture: Who could follow in Kathryn Bigelow, Chloe Zhao &amp; Jane Campion's footsteps this awards season to become the next femal\xe2\x80\xa6"""
TheRealDoah,2022-04-26 22:57:22+00:00,b'RT @karl_delo: Remember when SPENCER didn\xe2\x80\x99t even get nominated for Costume Design at the Oscars\xe2\x80\xa6 https://t.co/jYbxmLOUZg'
Lord_Kristine,2022-04-26 22:57:16+00:00,"b'RT @tucakeane: ""Bird teeth are weird""\n\nDude Don Bluth made a Bird Teeth musical movie and it won fucking Oscars you dick https://t.co/vooFC\xe2\x80\xa6'"
BreakItUBuyIt68,2022-04-26 22:57:15+00:00,b'@AsieJade @GhostAssassin02 @the_afrogeek Not real Oscars. https://t.co/4j1qzJH9cz'
thealorah,2022-04-26 22:57:07+00:00,"b""RT @CasIsLoved: castiel's confession trended above us elections. misha collins at the oscars trended above all the a-listers. misha coming\xe2\x80\xa6"""
cobaltmale,2022-04-26 22:56:51+00:00,"b'RT @JupiterSpurlock: John Lone &amp; Joan Chen #BOTD in \xe2\x80\x98The Last Emperor\xe2\x80\x99 (Bernardo Bertolucci,1987). Winner of nine Oscars. https://t.co/1EHK\xe2\x80\xa6'"
Rehersing,2022-04-26 22:55:27+00:00,b'RT @__february23: This slap better than the #Oscars HANDS DOWN\xe2\x80\xbc\xef\xb8\x8f. https://t.co/pkWM6lD8BC'
nezua,2022-04-26 22:54:36+00:00,"b'RT @JupiterSpurlock: John Lone &amp; Joan Chen #BOTD in \xe2\x80\x98The Last Emperor\xe2\x80\x99 (Bernardo Bertolucci,1987). Winner of nine Oscars. https://t.co/1EHK\xe2\x80\xa6'"
jane__eden,2022-04-26 22:54:19+00:00,b'RT @HeatherMcTeer: The Secretary General of the @UN said to prevent #climate catastrophe biggest emitters must cut THIS YEAR. Translation:\xe2\x80\xa6'
Momo_tanos1608,2022-04-26 22:53:43+00:00,"b'RT @catdioo: Hi, dear Twitter, there is meme template \n#Oscars #Oscars2022 #WillSmith #ChrisRock https://t.co/p0GF3VKCaW'"
JessieWiles,2022-04-26 22:53:29+00:00,b'RT @HeatherMcTeer: The Secretary General of the @UN said to prevent #climate catastrophe biggest emitters must cut THIS YEAR. Translation:\xe2\x80\xa6'
estradaworks,2022-04-26 22:50:45+00:00,"b""RT @KIDD__KASH: There's more outrage at Will Smith giving Chris Rock a slap at the Oscars than unarmed #PatrickLyoya being shot in the back\xe2\x80\xa6"""
StefanoNickels,2022-04-26 22:50:33+00:00,"b""RT @AHAMWORLDWIDE: That's the problem w/Hollywood types. Keep attaching your feelings to these awards &amp; letting your emotions ebb &amp; flow w/\xe2\x80\xa6"""
ClaySpaceman,2022-04-26 22:50:20+00:00,b'@themanoftomorr7 @DcRational Won 2 Oscars'
GMonay36,2022-04-26 22:50:00+00:00,b'RT @ramiroquai_dj: Giorgio is considered the Father Of Disco and the pioneer of the #EDM. In his career he has collaborated with artists li\xe2\x80\xa6'
la_rry_is_real,2022-04-26 22:49:32+00:00,b'@gregkellyusa i think you would benefit from being turned into chris rock at the oscars'
BudSabbath,2022-04-26 22:49:29+00:00,b'@blogTO @elonmusk i would build strOng borders all across #Africa \xf0\x9f\x8d\xbf\xf0\x9f\xa5\xa4via #tOrOntO #oscars #tiff'
dianacarver33,2022-04-26 22:49:16+00:00,b'@SeanPenn @CoreResponse @jack Did you smelt your Oscars yet? \xf0\x9f\xa4\x94'
dreamwarrior26,2022-04-26 22:48:50+00:00,"b""RT @TheFridaCinema: We've got another month full of incredible films comin' at you including:\n- Our NEON NIGHTMARES series \n- Five films fr\xe2\x80\xa6"""
lynnemorvirat,2022-04-26 22:48:33+00:00,b'@OnefilmsMovies It was robbed at the Oscars in several categories . How did its Director go home with that Oscar wh\xe2\x80\xa6 https://t.co/b268dCevbs'
beltwaybinz,2022-04-26 22:48:02+00:00,b'You can\xe2\x80\x99t keep a good King down! \xf0\x9f\x92\xaf https://t.co/a5hQAjKvaY'
CFC4EVER19,2022-04-26 22:47:53+00:00,"b'RT @inlauvperry: Cancel culture really is the weirdest thing, Will Smith is cancelled for hitting Chris Rock at the Oscars but Amber Heard\xe2\x80\xa6'"
JupiterSpurlock,2022-04-26 22:47:12+00:00,"b'John Lone &amp; Joan Chen #BOTD in \xe2\x80\x98The Last Emperor\xe2\x80\x99 (Bernardo Bertolucci,1987). Winner of nine Oscars. https://t.co/1EHKQgMwcj'"
JordanTrent17,2022-04-26 22:46:48+00:00,"b'RT @inlauvperry: Cancel culture really is the weirdest thing, Will Smith is cancelled for hitting Chris Rock at the Oscars but Amber Heard\xe2\x80\xa6'"
loveeienai,2022-04-26 22:45:56+00:00,"b'RT @Benioff: Great to be with Guy Oseary, JR, Yoshiki, &amp; Jessica Miller last night celebrating Oscars! Wonderful to be able to celebrate sa\xe2\x80\xa6'"
PAOLAPA17853152,2022-04-26 22:43:43+00:00,b'RT @rogiba: Popular #Memes updated at  #Oscars https://t.co/XNVXrVXIVT'
EggSwiffyShady,2022-04-26 22:43:19+00:00,b'Charleston White Talks About Stabbing Will Smith At The Oscars If He Was... https://t.co/opQgC2NDld via @YouTube'
kstewhbu,2022-04-26 22:43:14+00:00,b'RT @karl_delo: Remember when SPENCER didn\xe2\x80\x99t even get nominated for Costume Design at the Oscars\xe2\x80\xa6 https://t.co/jYbxmLOUZg'
ThaSiTHAPRNTiCE,2022-04-26 22:42:55+00:00,b'RT @karl_delo: Remember when SPENCER didn\xe2\x80\x99t even get nominated for Costume Design at the Oscars\xe2\x80\xa6 https://t.co/jYbxmLOUZg'
Soriano310ms,2022-04-26 22:42:14+00:00,b'RT @YahooEnt: American cinema editors urges Academy members to demand fairness ahead of board\xe2\x80\x99s Oscars postmortem https://t.co/CTyl26zEwK h\xe2\x80\xa6'
PChild27,2022-04-26 22:41:47+00:00,b'RT @CassanovaHefner: This Slap better than the Oscars. HANDS DOWN! \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8 https://t.co/VorceYAWmg'
Lychee461,2022-04-26 22:41:10+00:00,b'Explaining Jokes to Idiots: Oscars Edition | Real Time with Bill Maher (HBO) - YouTube https://t.co/j76L6ZARrL'
Quinzelyn1996,2022-04-26 22:40:37+00:00,"b'RT @inlauvperry: Cancel culture really is the weirdest thing, Will Smith is cancelled for hitting Chris Rock at the Oscars but Amber Heard\xe2\x80\xa6'"
ivyknowIes,2022-04-26 22:39:16+00:00,b'beyonc\xc3\xa9 better be lucky i wasn\xe2\x80\x99t singing backgrounds for her at the oscars \ni would\xe2\x80\x99ve been laying hands and speaki\xe2\x80\xa6 https://t.co/NVSmprvdi7'
SpanglishGuiri,2022-04-26 22:38:25+00:00,"b""RT @Openly: \xf0\x9f\x8c\x88 The 21st century ushered in more positive and regular depictions of lesbian lives.\n\n\xf0\x9f\x93\xba 'The L Word' premiered in 2004, with TV\xe2\x80\xa6"""
xxxulia_,2022-04-26 22:37:50+00:00,"b'RT @PopBase: Chris Rock\xe2\x80\x99s mom talks about the Oscars slap:\n\n\xe2\x80\x9cWhen Will slapped Chris, he slapped all of us. But he really slapped me. Becau\xe2\x80\xa6'"
aziah34,2022-04-26 22:37:47+00:00,b'RT @ivyknowIes: @aziah34 watching this oscars performance while i roll a joint.....i better be careful before i have oui\xe2\x80\x99d flying EVERYWHER\xe2\x80\xa6'
PartridgeLady,2022-04-26 22:37:19+00:00,"b""Chris Rock's mom addresses Will Smith slapping her son at the Oscars https://t.co/wUV6ekzoAN via @abc7 \n Chris Rock\xe2\x80\xa6 https://t.co/U8goMuWsbY"""
ivyknowIes,2022-04-26 22:36:32+00:00,b'@aziah34 watching this oscars performance while i roll a joint.....i better be careful before i have oui\xe2\x80\x99d flying E\xe2\x80\xa6 https://t.co/lqtDbFXI5v'
Kk_ka5h,2022-04-26 22:36:20+00:00,"b'RT @inlauvperry: Cancel culture really is the weirdest thing, Will Smith is cancelled for hitting Chris Rock at the Oscars but Amber Heard\xe2\x80\xa6'"
conor_holt,2022-04-26 22:35:43+00:00,b'RT @infoCinelandia: The @AcademyMuseum invited @Carlos_Film &amp; I to share what it was like for an indie Latino website (@REMEZCLA) to cover\xe2\x80\xa6'
slickpitino,2022-04-26 22:35:19+00:00,b'This is my Christmas. This is my Oscars. This is my National Championship. Ding Dong this witch is dead! https://t.co/aJoK4R6KY6'
eye9ja,2022-04-26 22:35:02+00:00,"b'Will Smith Is Yet To Personally Apologize To Chris Rock Post Controversial Oscars Slap? Source Claims, \xe2\x80\x9cNo Amount O\xe2\x80\xa6 https://t.co/88LyNKZ4FQ'"
Kamilapzxx,2022-04-26 22:34:43+00:00,b'@oscars_folklore I REMEMBER THAT ERA'
bonnie63763734,2022-04-26 22:33:23+00:00,"b'RT @inlauvperry: Cancel culture really is the weirdest thing, Will Smith is cancelled for hitting Chris Rock at the Oscars but Amber Heard\xe2\x80\xa6'"
oscars_central,2022-04-26 22:32:44+00:00,b'@gelgud @FilmLinc @Spike_Lee_Joint @Diane_Keaton @themichaelcaine @SusanSarandon @BarbraStreisand Looking for the l\xe2\x80\xa6 https://t.co/ZnlAmZOUq8'
urphucher,2022-04-26 22:32:42+00:00,b'@Jazzmaster222 Sort of like hair loss becoming a disability during the Oscars.'
KyleLeRoy,2022-04-26 22:31:40+00:00,b'@FrodoDodoXL @FEObsessive @ycsm1n No I\xe2\x80\x99m just imagining Mr Peanutbutter slapping Bojack at the Oscars for making a joke about Diane.'
KNRobsten,2022-04-26 22:31:34+00:00,b'RT @karl_delo: Remember when SPENCER didn\xe2\x80\x99t even get nominated for Costume Design at the Oscars\xe2\x80\xa6 https://t.co/jYbxmLOUZg'
simplyLarkin,2022-04-26 22:31:16+00:00,"b'But on the bright side, does that mean Cynthia Erivo can win back to back Oscars? \xf0\x9f\x92\x81\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f https://t.co/F9AtMgMyEB'"
sabrina44755407,2022-04-26 22:30:51+00:00,b'RT @Dream: I need twitter likes:\n\nWill Smith slapped Chris Rock at Oscars'
sterlin87571693,2022-04-26 22:30:48+00:00,b'RT @__february23: This slap better than the #Oscars HANDS DOWN\xe2\x80\xbc\xef\xb8\x8f. https://t.co/pkWM6lD8BC'
emoprvncess,2022-04-26 22:29:54+00:00,"b""@MadisonRKennedy I've never had Oscars..."""
nazmulmarketer1,2022-04-26 22:29:25+00:00,"b'Will Smith Is Yet To Personally Apologize To Chris Rock Post Controversial Oscars Slap? Source Claims, \xe2\x80\x9cNo Amount O\xe2\x80\xa6 https://t.co/TKCLSTQsEl'"
wlv_eradioman,2022-04-26 22:29:24+00:00,"b""#RT @ElvisDuranShow: #WillSmith spotted on 'spiritual' trip to India one month after #Oscars slap  https://t.co/VicWeDXQbE"""
DarrylH03120683,2022-04-26 22:29:11+00:00,b'Like oh the Oscars is going on do you have any remarks??'
BevhillHill,2022-04-26 22:29:01+00:00,"b'RT @DempseyTwo: You read that one court document, or that one local article, or that one transcript and you cry tears of anger because what\xe2\x80\xa6'"
KAhajanian,2022-04-26 22:28:11+00:00,"b'@EssB20 @KTVU While the history is true, you can\xe2\x80\x99t tell me Black Americans haven\xe2\x80\x99t had the opportunity the cut thei\xe2\x80\xa6 https://t.co/lRKwoAt28m'"
MsCanolaOil,2022-04-26 22:27:35+00:00,b'@swttplease acting. directing. lighting. visual effects. cinematography. drama. writing. give them all of the oscars.'
INESMARIATORRE,2022-04-26 22:27:23+00:00,"b'https://t.co/GBMmCGxsRq Lady Gaga, Bradley Cooper - Shallow (From A Star Is Born/Live From The Oscars)'"
slut4daredevil,2022-04-26 22:27:08+00:00,b'sigh anyway oscars hands https://t.co/p2eZbyHg24'
ricekookerjune,2022-04-26 22:26:56+00:00,"b'RT @ikonictrsr_131: After seeing this scene, I feel so motivated. It changed my life, now I\xe2\x80\x99m a successful person.I got 9 olympic gold meda\xe2\x80\xa6'"
AyeItsXero,2022-04-26 22:26:53+00:00,b'RT @ariaischic: Denzel Washington is a wise OG for telling Will Smith \xe2\x80\x9cat the highest moment becareful that\xe2\x80\x99s when the devil comes for you\xe2\x80\x9d\xe2\x80\xa6'
Channel6392,2022-04-26 22:26:09+00:00,b'RT @atb__william: Black Twitter to Will Smith after being banned by the Oscars for 10 years: https://t.co/2aOibp7tXS'
yunaslarks,2022-04-26 22:25:38+00:00,"b""RT @CasIsLoved: castiel's confession trended above us elections. misha collins at the oscars trended above all the a-listers. misha coming\xe2\x80\xa6"""
RashaanPeek,2022-04-26 22:25:15+00:00,"b""You don't see a U-haul following a hearse https://t.co/iiB3Yughbg"""
MinnesotaPRSA,2022-04-26 22:25:02+00:00,"b'TOMORROW! Join us for a historic first for @PRSA - the first all-deaf panel, including Daniel Durant from Oscars Be\xe2\x80\xa6 https://t.co/yGcsXBQgg7'"
Carlos_Film,2022-04-26 22:24:37+00:00,b'RT @infoCinelandia: The @AcademyMuseum invited @Carlos_Film &amp; I to share what it was like for an indie Latino website (@REMEZCLA) to cover\xe2\x80\xa6'
cinnam0nst3rr,2022-04-26 22:23:48+00:00,b'RT @bluntJaat_: Andrew Garfield texting the other parkers to see if Will Smith slapped Chris rock in their universe too #oscars https://t.c\xe2\x80\xa6'
mettashaas,2022-04-26 22:23:28+00:00,"b'RT @ikonictrsr_131: After seeing this scene, I feel so motivated. It changed my life, now I\xe2\x80\x99m a successful person.I got 9 olympic gold meda\xe2\x80\xa6'"
The_True_Kasumi,2022-04-26 22:23:20+00:00,b'RT @FiXusGMTR: I knew it looked familiar.... \n\n#Oscars #DOA #DeadorAlive #DOA6 #HelenaDouglas https://t.co/9mAfr8Ol6b'
FightOnGaga,2022-04-26 22:23:14+00:00,b'RT @karl_delo: Remember when SPENCER didn\xe2\x80\x99t even get nominated for Costume Design at the Oscars\xe2\x80\xa6 https://t.co/jYbxmLOUZg'
DogPawDK,2022-04-26 22:23:02+00:00,b'RT @karl_delo: Remember when SPENCER didn\xe2\x80\x99t even get nominated for Costume Design at the Oscars\xe2\x80\xa6 https://t.co/jYbxmLOUZg'
Seb_1705,2022-04-26 22:22:51+00:00,b'RT @CassanovaHefner: This Slap better than the Oscars. HANDS DOWN! \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8 https://t.co/VorceYAWmg'
Pearl_FreeAfc,2022-04-26 22:21:53+00:00,"b'The popularity contest award is like the oscars, means f all in the grand scheme of things. Messi would trade 7 of\xe2\x80\xa6 https://t.co/9vONdL0Cg4'"
AACountySchools,2022-04-26 22:20:35+00:00,b'RT @PershingHillES: It\xe2\x80\x99s like the Oscars for teachers! #AACPSToy @AACountySchools https://t.co/lSEJ0tdu3m'
lauriecrosswell,2022-04-26 22:19:25+00:00,"b'RT @RichardERoeper: For next year\'s Oscars, I\'d like to see a clip of Nicole Kidman in a movie theater watching ""The Northman"" as Queen Gud\xe2\x80\xa6'"
dimas_esmeralda,2022-04-26 22:19:08+00:00,b'RT @KatCressida: Ahhh... #UncleWalt \xe2\x99\xa5\xef\xb8\x8f\n\nSO MUCH MORE\xe2\x80\x99n an\nICON of #FilmHistory \xf0\x9f\x8e\xac\n1/2 MAGICIAN \xf0\x9f\xaa\x84 1/2 MENTOR\n100% \xe2\xad\x90\xef\xb8\x8f#HollywoodLEGEND\xe2\xad\x90\xef\xb8\x8f\n\nMost\xe2\x80\xa6'
mymom07,2022-04-26 22:18:35+00:00,"b""Will Smith resurfaces in India following Chris Rock Oscars' slap https://t.co/DHH5s6WZXA"""
KnappsterThe,2022-04-26 22:18:05+00:00,"b'Ok so did anyone else notice that after this ""slap"" at the Oscars... Pfizer has came out with a drug that treats alopecia??'"
nyfilmreviews,2022-04-26 22:17:48+00:00,"b'RT @michaelabina: @ronaldotrancoso It won\xe2\x80\x99t be long until Kidman is considered the GOAT. She won\xe2\x80\x99t win many Oscars, be one of the most nomi\xe2\x80\xa6'"
IkhwanWan2,2022-04-26 22:17:22+00:00,b'RT @LANETALK1: Chris Rock telling a Joke at the Oscars after party #Oscars https://t.co/7krBiLStWb'
jisungfeijoada,2022-04-26 22:17:22+00:00,"b'RT @PopBase: Chris Rock\xe2\x80\x99s mom talks about the Oscars slap:\n\n\xe2\x80\x9cWhen Will slapped Chris, he slapped all of us. But he really slapped me. Becau\xe2\x80\xa6'"
ViIlainesses,2022-04-26 22:16:41+00:00,"b'RT @thejstoobs: Harrison Ford presenting Roman Polanski an Oscar in France, 2002. Polanski can\xe2\x80\x99t attend the ceremony bc he plead guilty to\xe2\x80\xa6'"
MongoMalien,2022-04-26 22:16:25+00:00,"b""@Heminator LOL, he's counting the bonus money up in his head as he reads from the prompter! If he could have only l\xe2\x80\xa6 https://t.co/3PDgrMdYUr"""
BoostAddikt27,2022-04-26 22:16:15+00:00,"b'RT @BaystreetRising: Big upside in this one\n\xf0\x9f\x9a\x80Malta and Ont gambling licenses \n\xf0\x9f\x9a\x80will be able to bet on esports, sports, the oscars, and even\xe2\x80\xa6'"
AdebayoIB1,2022-04-26 22:16:03+00:00,"b'RT @FoxNews: Will Smith traveled to India to practice yoga, meditation following Oscars slap: report https://t.co/R0qB2mSXgU'"
Rozemberg12,2022-04-26 22:15:27+00:00,"b'RT @TheAcademy: Find out where you can watch #TheBatman, as well as a handy guide to all of the previous Batman movies and his most memorab\xe2\x80\xa6'"
FeminaIndia,2022-04-26 22:15:03+00:00,b'Films shot through the female lens..\n\n#cinema #oscars #academyawards #women #indianwomen #femalefilmmakers\xe2\x80\xa6 https://t.co/JlowWSXSFS'
Lifeatsea_,2022-04-26 22:14:14+00:00,"b'RT @Vandee007: @Ferdie_ae @OscarS_EA @Lifeatsea_ ok, noted sir!'"
phylharper,2022-04-26 22:14:08+00:00,b'RT @ClimateDad77: Maybe if the IPCC report had slapped someone at the Oscars more people would be interested in the fact our civilization i\xe2\x80\xa6'
MichaelSOBronx,2022-04-26 22:14:07+00:00,"b'RT @washingtonpost: Perspective: At the 2022 Oscars, Will Smith deserved more from himself. https://t.co/Np4Kq6W45e'"
Lifeatsea_,2022-04-26 22:13:56+00:00,"b""RT @Ferdie_ae: @Vandee007 @OscarS_EA @Lifeatsea_ Damian, your reply is terrible. A sailor doesn't mean he is a marine engineer. A navigator\xe2\x80\xa6"""
litttlemmonster,2022-04-26 22:13:45+00:00,"b'RT @LG_Views: ""Shallow (Live From The Oscars)"" has reached 550 MILLION views on YouTube. It\xe2\x80\x99s @ladygaga\xe2\x80\x99s 4th video to reach this milestone\xe2\x80\xa6'"
martypreciado,2022-04-26 22:13:42+00:00,b'RT @infoCinelandia: The @AcademyMuseum invited @Carlos_Film &amp; I to share what it was like for an indie Latino website (@REMEZCLA) to cover\xe2\x80\xa6'
ReeseDaBeast55,2022-04-26 22:13:32+00:00,b'RT @CassanovaHefner: This Slap better than the Oscars. HANDS DOWN! \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8 https://t.co/VorceYAWmg'
Vandee007,2022-04-26 22:13:24+00:00,"b'@Ferdie_ae @OscarS_EA @Lifeatsea_ ok, noted sir!'"
whoisnikkiwilli,2022-04-26 22:12:16+00:00,"b'RT @jameelajamil: @Variety Are you guys high?! Harvey Weinstein still has the 700,000 Oscars he was given while the entire industry knew he\xe2\x80\xa6'"
SophieTucker88,2022-04-26 22:12:00+00:00,"b'A Very Happy 75th Anniversary to the Academy Award winning Tom &amp; Jerry cartoon, The Cat Concerto! #Animation\xe2\x80\xa6 https://t.co/7ZDqDRNiI7'"
tvreporterpius,2022-04-26 22:11:35+00:00,"b""RT @FoxNews: Will Smith hasn't 'personally' apologized to Chris Rock for Oscars slap: report \n https://t.co/jtWexfGu95"""
ZSYADF,2022-04-26 22:11:24+00:00,b'Oscars Fan Favorite it is and was https://t.co/HQ3YcInDfY'
infoCinelandia,2022-04-26 22:10:47+00:00,b'The @AcademyMuseum invited @Carlos_Film &amp; I to share what it was like for an indie Latino website (@REMEZCLA) to co\xe2\x80\xa6 https://t.co/BtlxGYSbrZ'
